Start,End,Sleep quality,Time in bed,Heart rate,Activity (steps),Stressful day,Drank coffee,Drank tea,Ate late,Worked out
02:12:50,07:53:21,69.0,5.666666666666667,0.0,3739,0,0,0,0,0
22:08:10,06:25:30,70.0,8.283333333333333,0.0,5925,0,0,0,0,0
22:51:14,06:17:36,71.0,7.433333333333334,0.0,4840,0,0,0,0,0
22:00:00,06:39:58,84.0,8.65,0.0,5157,0,0,0,0,0
21:45:40,05:55:33,87.0,8.15,0.0,4336,0,0,0,0,0
01:06:17,07:54:35,68.0,6.8,0.0,135,0,0,0,0,0
23:13:07,07:10:13,78.0,7.95,0.0,5579,0,0,0,0,0
21:57:52,05:49:17,84.0,7.85,0.0,3901,0,0,0,0,0
05:34:23,05:55:30,5.0,0.35,0.0,6485,0,0,0,0,0
22:04:25,05:48:19,87.0,7.716666666666667,0.0,5451,0,0,0,0,0
22:29:46,06:05:30,74.0,7.583333333333333,0.0,2899,0,0,0,0,0
21:53:02,05:50:03,51.0,7.95,0.0,1552,0,0,0,0,0
23:29:02,06:22:28,38.0,6.883333333333333,0.0,5221,0,0,0,0,0
22:00:52,06:50:26,72.0,8.816666666666666,0.0,3834,0,0,0,0,0
23:20:22,06:33:10,89.0,7.2,0.0,1018,0,0,0,0,0
22:39:28,06:19:20,82.0,7.65,0.0,1837,0,0,0,0,0
23:15:08,06:10:05,77.0,6.9,0.0,893,0,0,0,0,0
22:32:50,06:06:01,81.0,7.55,0.0,5280,0,0,0,0,0
23:14:21,06:32:32,80.0,7.3,0.0,3584,0,0,0,0,0
22:59:14,07:31:09,76.0,8.516666666666667,0.0,1114,0,0,0,0,0
23:37:59,07:38:03,81.0,8.0,0.0,5152,0,0,0,0,0
23:03:23,08:12:03,99.0,9.133333333333333,0.0,3045,0,0,0,0,0
23:14:29,07:41:10,73.0,8.433333333333334,0.0,2429,0,0,0,0,0
22:34:04,06:05:52,81.0,7.516666666666667,0.0,7187,0,0,0,0,0
23:22:48,05:53:13,59.0,6.5,0.0,4488,0,0,0,0,0
22:58:37,06:40:56,79.0,7.7,0.0,5541,0,0,0,0,0
22:46:18,05:51:01,58.0,7.066666666666666,0.0,6246,0,0,0,0,0
22:32:46,05:51:31,67.0,7.3,0.0,7940,0,0,0,0,0
21:56:15,06:30:25,83.0,8.566666666666666,0.0,5029,0,0,0,0,0
22:01:52,05:29:51,81.0,7.45,0.0,9185,0,0,0,0,0
20:36:10,04:53:01,35.0,8.266666666666667,0.0,7581,0,0,0,0,0
23:37:21,06:38:04,30.0,7.0,0.0,10605,0,0,0,0,0
22:15:33,07:00:30,94.0,8.733333333333333,0.0,13476,0,0,0,0,0
22:03:24,07:20:54,82.0,9.283333333333333,0.0,3921,0,0,0,0,0
23:01:16,06:38:25,74.0,7.616666666666667,0.0,3332,0,0,0,0,0
23:01:05,07:16:49,81.0,8.25,0.0,3001,0,0,0,0,0
22:33:45,07:38:02,89.0,9.066666666666666,0.0,7268,0,0,0,0,0
00:46:32,08:08:23,81.0,7.35,0.0,4835,0,0,0,0,0
23:07:20,07:22:04,84.0,8.233333333333333,0.0,3230,0,0,0,0,0
22:49:42,06:07:20,59.0,7.283333333333333,0.0,1333,0,0,0,0,0
22:38:20,06:08:21,81.0,7.5,0.0,8922,0,0,0,0,0
22:02:41,06:02:21,79.0,7.983333333333333,0.0,5095,0,0,0,0,0
22:26:23,06:05:39,77.0,7.65,0.0,5470,0,0,0,0,0
21:24:16,06:13:13,74.0,8.8,0.0,2257,0,0,0,0,0
22:39:00,06:06:05,56.0,7.45,0.0,12094,0,0,0,0,0
22:03:48,06:08:39,86.0,8.066666666666666,0.0,6059,0,0,0,0,0
23:43:45,06:32:29,55.0,6.8,0.0,6075,0,0,0,0,0
22:06:34,06:05:38,79.0,7.983333333333333,0.0,4400,0,0,0,0,0
00:18:13,08:51:40,91.0,8.55,0.0,4880,0,0,0,0,0
22:50:59,06:32:47,71.0,7.683333333333334,0.0,7213,0,0,0,0,0
22:19:43,06:04:41,69.0,7.733333333333333,0.0,3640,0,0,0,0,0
22:16:47,06:04:25,76.0,7.783333333333333,0.0,5184,0,0,0,0,0
22:04:28,06:06:58,65.0,8.033333333333333,0.0,4443,0,0,0,0,0
22:23:28,06:07:29,72.0,7.733333333333333,0.0,5242,0,0,0,0,0
21:44:24,05:57:26,80.0,8.216666666666667,0.0,5142,0,0,0,0,0
22:17:38,06:19:01,73.0,8.016666666666667,0.0,5050,0,0,0,0,0
23:01:43,05:49:35,66.0,6.783333333333333,0.0,1706,0,0,0,0,0
22:06:02,06:08:22,83.0,8.033333333333333,0.0,10076,0,0,0,0,0
23:36:21,06:41:18,75.0,7.066666666666666,0.0,5320,0,0,0,0,0
23:14:44,08:00:51,80.0,8.766666666666667,0.0,2809,0,0,0,0,0
00:03:39,07:36:48,79.0,7.55,0.0,6235,0,0,0,0,0
21:44:19,06:05:20,69.0,8.35,0.0,2757,0,0,0,0,0
22:55:18,06:00:50,76.0,7.083333333333333,0.0,5551,0,0,0,0,0
21:41:07,06:25:44,96.0,8.733333333333333,0.0,3729,0,0,0,0,0
22:44:21,06:05:20,75.0,7.333333333333333,0.0,7101,0,0,0,0,0
21:24:20,04:37:37,76.0,7.216666666666667,0.0,4906,0,0,0,0,0
22:56:47,07:44:33,55.0,8.783333333333333,0.0,4507,0,0,0,0,0
21:57:55,08:05:32,71.0,10.116666666666667,0.0,1588,0,0,0,0,0
22:27:21,06:10:18,79.0,7.7,0.0,3951,0,0,0,0,0
22:23:41,06:00:29,80.0,7.6,0.0,5912,0,0,0,0,0
22:32:30,06:10:39,71.0,7.633333333333333,0.0,5314,0,0,0,0,0
22:22:18,06:37:05,79.0,8.233333333333333,0.0,3240,0,0,0,0,0
23:03:57,08:15:03,88.0,9.183333333333334,0.0,356,0,0,0,0,0
22:58:56,07:24:01,80.0,8.416666666666666,0.0,388,0,0,0,0,0
22:47:15,05:56:41,69.0,7.15,0.0,4287,0,0,0,0,0
21:51:31,06:01:21,74.0,8.15,0.0,7129,0,0,0,0,0
21:41:00,06:02:24,78.0,8.35,0.0,3342,0,0,0,0,0
00:01:27,06:02:24,60.0,6.0,0.0,4074,0,0,0,0,0
21:13:33,06:14:02,100.0,9.0,0.0,907,0,0,0,0,0
00:05:16,07:57:15,89.0,7.85,0.0,5899,0,0,0,0,0
00:25:34,07:45:57,79.0,7.333333333333333,0.0,71,0,0,0,0,0
21:50:11,06:00:36,82.0,8.166666666666666,0.0,5210,0,0,0,0,0
22:18:50,06:01:49,65.0,7.7,0.0,6636,0,0,0,0,0
22:15:22,06:06:53,83.0,7.85,0.0,5355,0,0,0,0,0
21:55:37,06:00:46,65.0,8.083333333333334,0.0,4119,0,0,0,0,0
01:50:09,06:51:31,59.0,5.016666666666667,0.0,5364,0,0,0,0,0
22:51:22,07:51:27,91.0,9.0,0.0,1097,0,0,0,0,0
22:26:09,06:00:41,78.0,7.566666666666666,0.0,1430,0,0,0,0,0
22:52:29,05:43:44,62.0,6.85,0.0,7603,0,0,0,0,0
23:29:23,05:02:58,49.0,5.55,0.0,9304,0,0,0,0,0
21:25:12,06:21:18,74.0,8.933333333333334,0.0,5051,0,0,0,0,0
23:23:48,07:26:48,89.0,8.033333333333333,0.0,787,0,0,0,0,0
22:30:18,06:05:55,70.0,7.583333333333333,0.0,5504,0,0,0,0,0
22:08:49,05:58:38,75.0,7.816666666666666,0.0,3709,0,0,0,0,0
21:01:59,05:45:28,90.0,8.716666666666667,0.0,144,0,0,0,0,0
23:11:50,06:30:07,76.0,7.3,0.0,6094,0,0,0,0,0
22:04:06,07:15:12,96.0,9.183333333333334,0.0,847,0,0,0,0,0
23:29:46,07:21:04,83.0,7.85,0.0,5919,0,0,0,0,0
23:06:26,07:18:05,84.0,8.183333333333334,0.0,1751,0,0,0,0,0
23:39:58,08:30:57,79.0,8.833333333333334,0.0,3789,0,0,0,0,0
21:16:47,06:50:55,93.0,9.566666666666666,0.0,52,0,0,0,0,0
21:23:57,06:51:33,85.0,9.45,0.0,27,0,0,0,0,0
22:33:27,06:07:47,80.0,7.566666666666666,0.0,430,0,0,0,0,0
23:08:36,07:20:32,91.0,8.183333333333334,0.0,3281,0,0,0,0,0
21:58:13,06:02:13,82.0,8.066666666666666,0.0,4153,0,0,0,0,0
22:26:32,06:00:14,86.0,7.55,0.0,6494,0,0,0,0,0
22:26:00,05:57:08,68.0,7.516666666666667,0.0,9426,0,0,0,0,0
22:34:51,06:01:17,80.0,7.433333333333334,0.0,7565,0,0,0,0,0
22:56:54,06:30:05,80.0,7.55,0.0,5735,0,0,0,0,0
23:14:12,08:19:42,100.0,9.083333333333334,0.0,5116,0,0,0,0,0
22:10:04,06:05:57,63.0,7.916666666666667,0.0,27,0,0,0,0,0
22:36:02,05:58:49,73.0,7.366666666666666,0.0,0,0,0,0,0,0
22:54:56,06:09:22,80.0,7.233333333333333,0.0,6417,0,0,0,0,0
22:33:33,06:26:26,83.0,7.866666666666667,0.0,0,0,0,0,0,0
20:54:34,05:55:40,77.0,9.016666666666667,0.0,0,0,0,0,0,0
23:10:31,06:15:51,63.0,7.083333333333333,0.0,3400,0,0,0,0,0
21:20:58,05:50:36,70.0,8.483333333333333,0.0,6015,0,0,0,0,0
22:56:23,06:15:35,68.0,7.316666666666666,0.0,3179,0,0,0,0,0
21:56:53,05:50:15,63.0,7.883333333333333,0.0,6346,0,0,0,0,0
22:04:25,06:31:39,82.0,8.45,0.0,218,0,0,0,0,0
23:39:39,08:15:38,95.0,8.583333333333334,0.0,0,0,0,0,0,0
22:16:12,06:06:04,70.0,7.816666666666666,0.0,96,0,0,0,0,0
21:47:09,05:57:00,68.0,8.15,0.0,7339,0,0,0,0,0
22:09:55,05:55:21,72.0,7.75,0.0,6970,0,0,0,0,0
22:47:44,05:51:51,60.0,7.066666666666666,0.0,1566,0,0,0,0,0
21:35:13,06:08:30,80.0,8.55,0.0,5184,0,0,0,0,0
21:39:40,06:05:47,79.0,8.433333333333334,0.0,75,0,0,0,0,0
22:05:48,06:25:53,79.0,8.333333333333334,0.0,3088,0,0,0,0,0
21:30:02,05:52:44,59.0,8.366666666666667,0.0,4553,0,0,0,0,0
22:10:42,06:55:22,75.0,8.733333333333333,0.0,1306,0,0,0,0,0
21:19:56,07:55:33,97.0,10.583333333333334,0.0,373,0,0,0,0,0
00:06:23,07:57:09,75.0,7.833333333333333,0.0,5168,0,0,0,0,0
22:00:17,08:08:59,75.0,10.133333333333333,0.0,61,0,0,0,0,0
21:30:48,05:56:47,81.0,8.416666666666666,0.0,2544,0,0,0,0,0
22:31:35,05:48:52,76.0,7.283333333333333,0.0,475,0,0,0,0,0
20:28:55,03:40:00,0.0,0.0,0.0,47,0,0,0,0,0
22:19:49,07:25:32,91.0,9.083333333333334,0.0,5064,0,0,0,0,0
23:13:54,08:00:24,86.0,8.766666666666667,0.0,2101,0,0,0,0,0
22:09:01,06:10:31,83.0,8.016666666666667,0.0,1334,0,0,0,0,0
22:53:56,05:45:45,77.0,6.85,0.0,2262,0,0,0,0,0
22:22:48,06:23:50,90.0,8.016666666666667,0.0,4529,0,0,0,0,0
21:31:25,05:10:18,71.0,7.633333333333333,0.0,6224,0,0,0,0,0
21:54:18,05:01:11,70.0,7.1,0.0,47,0,0,0,0,0
21:50:07,07:38:38,70.0,9.8,0.0,6296,0,0,0,0,0
22:07:20,07:09:23,64.0,9.033333333333333,0.0,2405,0,0,0,0,0
22:02:09,05:50:20,73.0,7.8,0.0,9237,0,0,0,0,0
22:45:03,06:00:21,79.0,7.25,0.0,2818,0,0,0,0,0
22:09:46,06:01:27,71.0,7.85,0.0,5752,0,0,0,0,0
22:45:11,06:12:22,84.0,7.45,0.0,6631,0,0,0,0,0
22:46:26,06:48:42,59.0,8.033333333333333,0.0,9516,0,0,0,0,0
22:21:24,08:22:57,71.0,10.016666666666667,0.0,4454,0,0,0,0,0
23:44:10,07:01:39,67.0,7.283333333333333,0.0,7253,0,0,0,0,0
22:04:55,06:01:48,84.0,7.933333333333334,0.0,22,0,0,0,0,0
23:15:57,06:00:31,66.0,6.733333333333333,0.0,2334,0,0,0,0,0
21:41:50,06:00:37,73.0,8.3,0.0,2867,0,0,0,0,0
20:58:39,06:02:13,84.0,9.05,0.0,4881,0,0,0,0,0
23:17:03,06:00:13,72.0,6.716666666666667,0.0,2149,0,0,0,0,0
22:13:41,07:20:56,92.0,9.116666666666667,0.0,1720,0,0,0,0,0
01:21:47,08:49:01,81.0,7.45,0.0,6518,0,0,0,0,0
21:30:54,05:00:20,69.0,7.483333333333333,0.0,29,0,0,0,0,0
21:37:33,06:01:01,79.0,8.383333333333333,0.0,107,0,0,0,0,0
22:18:44,06:03:00,77.0,7.733333333333333,0.0,5277,0,0,0,0,0
22:29:56,06:02:18,72.0,7.533333333333333,0.0,1325,0,0,0,0,0
21:25:06,06:45:43,80.0,9.333333333333334,0.0,3319,0,0,0,0,0
02:20:39,07:44:10,65.0,5.383333333333334,0.0,4810,0,0,0,0,0
08:32:14,09:08:44,8.0,0.6,0.0,166,0,0,0,0,0
22:29:00,07:37:14,96.0,9.133333333333333,0.0,362,0,0,0,0,0
23:09:25,06:01:30,72.0,6.866666666666667,0.0,2528,0,0,0,0,0
22:02:05,06:00:17,78.0,7.966666666666667,0.0,7982,0,0,0,0,0
21:44:05,06:12:59,82.0,8.466666666666667,0.0,5039,0,0,0,0,0
23:18:52,06:48:07,73.0,7.483333333333333,0.0,2435,0,0,0,0,0
22:41:38,06:00:24,93.0,7.3,0.0,68,0,0,0,0,0
23:07:55,07:26:34,76.0,8.3,0.0,5598,0,0,0,0,0
22:44:25,07:08:28,91.0,8.4,0.0,1901,0,0,0,0,0
21:54:14,07:02:15,91.0,9.133333333333333,0.0,56,0,0,0,0,0
23:49:19,07:00:53,81.0,7.183333333333334,0.0,64,0,0,0,0,0
21:24:05,06:20:52,71.0,8.933333333333334,0.0,3316,0,0,0,0,0
21:36:32,06:50:31,80.0,9.216666666666667,0.0,6555,0,0,0,0,0
22:52:29,07:48:04,91.0,8.916666666666666,0.0,2291,0,0,0,0,0
